Cocunut,Mortgage_YN,AGE_AT_ORIGINATION,AGE,YEARS_WITH_BANK,MARTIAL_STATUS,EDUCATION,EMPLOYMENT,GENDER,CUST_INCOME,CURRENT_ADDRESS_DATE,CURRENT_JOB_DATE,CURRENT_WITH_BANK_DATE,CURRENT_BALANCE_EUR
73709,N,NA,26,2,S,HGH,PVE,M,389,9692308,1991-06-01,2015-12-01,2014-10-22
73715,N,NA,40,11,M,HGH,STE,F,264,886154,1996-10-31,2007-12-01,2006-01-11
73719,N,NA,69,4,W,HGH,RET,F,241,4621538,1983-01-01,9999-10-01,2013-02-19
73720,N,NA,62,5,M,HGH,RET,M,178,6830769,2008-03-27,9999-10-01,2011-07-20
73722,N,NA,70,8,M,HGH,RET,F,233,9724615,1976-10-10,9999-10-01,2009-05-27
73723,N,NA,36,10,W,BCR,PVE,F,407,7556154,2005-10-16,2006-10-02,2006-10-02
73730,N,NA,38,11,M,BCR,PVE,F,1312,470154,2013-11-01,2013-06-10,2006-01-23
73731,N,NA,36,1,M,HGH,STE,F,366,5425385,2003-03-01,2003-12-11,2016-01-08
73732,N,NA,26,0,S,BCR,PVE,M,361,4692308,1991-08-12,2013-10-23,2016-08-16
73734,N,NA,26,3,S,HGH,SFE,M,410,5082308,1991-11-20,2013-08-01,2013-09-06
73736,N,NA,63,2,M,HGH,STE,M,227,6538462,1970-08-01,1973-11-01,2015-01-15
73743,N,NA,50,10,M,BCR,STE,F,378,8963846,2004-09-01,2000-09-01,2006-12-27
73745,N,NA,63,4,M,HGH,RET,M,176,1169231,2007-12-31,9999-10-01,2013-05-22
73749,N,NA,39,0,M,HGH,PVE,F,246,1538462,2015-01-01,2016-02-01,2016-08-16
73755,N,NA,68,12,M,HGH,RET,F,183,415385,2001-06-01,9999-10-01,2005-03-12
73760,N,NA,66,12,M,HGH,RET,F,166,367,2005-12-10,9999-10-01,2004-10-08
73761,N,NA,29,4,M,HGH,PVE,M,254,9692308,1988-02-14,2015-11-15,2012-11-05
73763,N,NA,52,11,M,HGH,STE,F,401,9538462,1984-09-16,1986-12-15,2005-07-29
73764,N,NA,64,8,M,HGH,RET,M,289,5578462,1953-07-09,9999-10-01,2008-11-21
73765,N,NA,42,11,M,HGH,STE,M,436,5769231,1990-01-01,1996-01-24,2005-08-02
73766,N,NA,27,2,S,HGH,PVE,M,173,9213077,1990-10-22,2014-04-01,2014-10-28
73770,N,NA,62,0,M,HGH,RET,F,306,1538462,1976-06-01,2001-10-26,2016-08-08
73771,N,NA,63,13,M,HGH,RET,F,211,4249231,1954-03-31,9999-10-01,2004-02-24
73773,N,NA,53,14,D,HGH,RET,M,333,1307692,2000-12-31,9999-10-01,2002-11-18
73774,N,NA,32,2,M,HGH,PVE,M,343,3226154,1985-09-02,2015-06-29,2015-05-21
73777,N,NA,64,11,M,HGH,RET,F,193,7046154,1988-05-29,9999-10-01,2005-09-28
73781,N,NA,62,11,M,HGH,RET,M,204,4769231,1982-02-01,9999-10-01,2006-06-09
73784,N,NA,49,5,M,HGH,PVE,F,185,1198462,2005-08-18,2013-11-20,2012-03-06
73788,N,NA,67,2,M,HGH,RET,M,219,841538,1989-01-01,1999-11-23,2014-09-05
73795,N,NA,53,4,M,HGH,PVE,F,162,7692308,1987-07-01,2015-05-08,2013-01-21
73799,N,NA,66,7,M,HGH,RET,F,274,7584615,2000-01-01,9999-10-01,2010-04-06
73801,N,NA,56,3,W,HGH,RET,F,547,7558462,1961-09-26,9999-10-01,2014-02-07
73806,N,NA,69,10,M,HGH,RET,M,297,747,1999-01-01,9999-10-01,2007-04-30
73811,N,NA,39,3,M,BCR,STE,M,762,2538462,2014-01-23,2002-01-17,2013-07-15
73814,N,NA,71,13,W,HGH,RET,F,274,6723077,1982-06-07,9999-10-01,2003-10-31
73816,N,NA,55,13,M,HGH,PVE,M,365,3846154,1968-01-01,2014-02-01,2004-06-08
73821,N,NA,67,4,S,HGH,RET,M,241,3332308,2015-03-01,9999-10-01,2012-10-24
73822,N,NA,43,12,M,HGH,STE,F,358,9769231,1999-11-11,1999-09-06,2005-06-30
73825,N,NA,49,13,M,BCR,PVE,F,1138,330769,2009-01-23,2014-06-16,2004-04-20
73827,N,NA,30,7,M,BCR,PVE,F,192,3076923,2008-05-01,2008-01-01,2010-02-17
73828,N,NA,67,12,W,BCR,RET,F,285,7981538,2005-03-24,9999-10-01,2004-07-23
73835,N,NA,38,3,M,HGH,PVE,F,185,2175385,2011-10-20,2011-06-01,2013-09-12
73836,N,NA,54,0,M,HGH,PVE,F,199,6615385,1984-01-01,1997-09-01,2016-08-23
73838,N,NA,38,2,M,HGH,PVE,M,221,6915385,1979-09-18,2016-01-23,2015-06-17
73845,N,NA,59,1,M,HGH,RET,M,256,7661538,2010-04-01,2001-05-21,2016-03-03
73847,N,NA,67,0,M,HGH,RET,M,177,9823077,1970-01-19,9999-10-01,2016-08-24
73852,N,NA,52,14,D,BCR,PVE,F,507,6115385,2005-06-05,2002-12-01,2002-12-13
73857,N,NA,35,5,M,SEC,PVE,M,283,9366923,1982-11-08,2010-02-01,2012-06-12
73858,N,NA,48,7,M,HGH,PVE,F,167,3615385,1989-07-15,2014-08-01,2010-06-11
73859,N,NA,68,15,W,BCR,RET,M,192,2691538,2005-01-01,9999-10-01,2002-03-30
73860,N,NA,60,11,M,HGH,STE,F,208,3153846,1999-11-08,2006-03-13,2006-04-13
73864,N,NA,44,0,M,HGH,RET,M,332,3076923,1973-03-03,2001-11-13,2016-08-26
73868,N,NA,52,10,M,HGH,PVE,M,323,1607692,1983-11-20,1988-11-05,2006-08-18
73870,N,NA,54,10,M,BCR,STE,F,325,6351538,2001-05-03,1985-12-01,2007-03-19
73875,N,NA,59,14,M,PRS,PVE,M,849,538462,1990-02-01,1980-05-06,2002-10-24
73876,N,NA,59,9,M,HGH,PVE,F,425,4615385,1999-09-09,2008-07-14,2007-09-11
73878,N,NA,38,6,M,HGH,PVE,M,455,5383846,1979-11-11,2011-07-01,2010-11-10
73880,N,NA,50,1,M,HGH,STE,F,346,1538462,1993-01-01,1994-12-21,2015-10-09
73886,N,NA,70,10,W,BCR,RET,M,398,8246923,1990-03-01,9999-10-01,2006-10-19
73891,N,NA,69,11,M,BCR,RET,M,257,2753846,1988-02-14,9999-10-01,2005-12-28
73894,N,NA,50,12,D,BCR,STE,F,359,1456923,2007-11-23,1991-09-01,2004-11-29
73906,N,NA,52,4,M,HGH,PVE,M,711,1769231,1997-06-20,2015-11-09,2013-02-28
73909,N,NA,66,12,M,BCR,STE,F,1062,938,1996-10-20,1996-01-15,2005-05-12
73910,N,NA,41,11,M,HGH,PVE,M,361,6769231,2007-07-01,2014-07-28,2005-09-28
73911,N,NA,44,10,M,HGH,PVE,M,219,8384615,2002-07-23,2009-01-01,2006-09-04
73917,N,NA,68,11,M,HGH,RET,M,280,1253077,1992-04-01,9999-10-01,2005-09-08
73923,N,NA,70,11,M,SEC,RET,M,203,1753846,1981-08-01,9999-10-01,2005-09-27
73925,N,NA,41,12,M,HGH,PVE,M,1004,876923,1976-06-10,2004-02-23,2004-11-05
73927,N,NA,47,2,M,HGH,STE,M,265,9538462,1970-05-17,1989-03-21,2015-04-07
73930,N,NA,55,14,S,BCR,PVE,F,1159,507692,1962-08-14,1996-02-15,2002-09-03
73935,N,NA,40,2,S,HGH,PVE,F,330,1210769,1979-01-01,2013-12-20,2015-06-18
73936,N,NA,70,0,W,HGH,RET,M,229,804,1979-01-01,9999-10-01,2016-08-31
73939,N,NA,64,1,M,HGH,RET,F,164,8993077,1970-05-10,9999-10-01,2015-11-30
73940,N,NA,46,5,S,BCR,STE,M,272,341,1971-06-14,2006-09-01,2012-04-23
73951,N,NA,51,11,M,PRS,STE,M,328,461538,1992-03-01,1985-05-23,2005-08-23
73953,N,NA,43,13,M,BCR,STE,F,331,4293077,2001-09-30,2003-11-24,2004-06-08
73954,N,NA,55,14,S,BCR,STE,F,837,153846,2015-05-01,2005-09-01,2003-05-29
73956,N,NA,60,12,M,SEC,STE,M,377,329,2006-08-01,1979-10-06,2005-04-20
73957,N,NA,39,11,S,HGH,PVE,M,230,7692308,2008-10-10,2015-10-19,2006-02-25
73963,N,NA,53,5,M,HGH,RET,M,261,5384615,1964-06-13,1997-07-07,2012-04-19
73964,N,NA,54,10,W,HGH,STE,F,328,5974615,2014-01-01,1984-01-23,2006-11-15
73971,N,NA,24,0,M,HGH,PVE,F,263,384615,1993-06-26,2016-04-22,2016-08-25
73975,N,NA,69,11,W,HGH,RET,M,230,896154,1948-08-30,9999-10-01,2005-09-03
73977,N,NA,55,0,M,HGH,STE,M,563,6086923,1997-01-01,1984-02-01,2016-08-23
73978,N,NA,57,9,M,BCR,STE,F,242,1440769,1989-05-01,2010-12-15,2008-03-07
73982,N,NA,67,11,M,HGH,RET,F,308,7140769,1992-02-20,9999-10-01,2005-12-15
73985,N,NA,41,9,M,BCR,PVE,M,500,2014-07-01,2008-01-21,2008-03-12,228
73991,N,NA,39,9,D,BCR,PVE,M,1080,47385,2015-12-01,2008-01-01,2008-01-03
73992,N,NA,38,0,M,PRS,STE,F,208,3307692,1979-04-27,2013-04-23,2016-08-24
73999,N,NA,72,11,S,HGH,RET,M,280,6204615,1945-05-04,9999-10-01,2005-10-05
74000,N,NA,41,0,M,HGH,PVE,F,323,769231,1996-06-01,2006-06-01,2016-08-29
74007,N,NA,44,11,M,BCR,STE,M,512,8673077,2010-10-20,1996-08-05,2006-02-28
74009,N,NA,63,0,M,HGH,RET,F,248,3953846,2004-01-01,9999-10-01,2016-08-19
74010,N,NA,66,10,D,HGH,RET,F,276,9230769,1984-01-28,9999-10-01,2007-01-24
74020,N,NA,59,1,W,PRS,STE,F,175,1169231,1985-03-01,1995-03-01,2016-01-12
74021,N,NA,38,5,M,HGH,PVE,M,266,5794615,1998-10-15,2007-08-01,2011-10-12
74025,N,NA,34,0,*noval*,HGH,OTH,M,0,9999-10-01,9999-10-01,2016-08-20,0
74026,N,NA,36,5,M,BCR,STE,M,346,2632308,1999-12-01,2010-10-01,2012-03-14
74040,N,NA,37,10,M,HGH,PVE,M,230,7692308,1980-06-15,2015-09-01,2006-07-28
74050,N,NA,60,4,M,HGH,RET,F,202,3076923,2000-01-01,9999-10-01,2012-08-30
74052,N,NA,28,2,S,HGH,PVE,M,395,8846154,2005-01-01,2015-10-21,2015-06-22
74056,N,NA,60,11,M,BCR,STE,F,852,3307692,1965-01-01,1987-04-10,2005-10-05
74057,N,NA,63,13,D,BCR,RET,F,273,4956923,1994-08-25,9999-10-01,2003-12-31
74074,N,NA,49,11,M,BCR,STE,F,371,230769,1993-10-02,1990-10-01,2005-11-21
74080,N,NA,31,11,M,HGH,PVE,F,248,4384615,2010-01-01,2015-06-08,2006-03-11
74081,N,NA,43,4,S,HGH,PVE,F,269,2307692,1998-01-01,2010-12-01,2013-03-18
74087,N,NA,42,11,M,HGH,PVE,M,756,8467692,1998-12-04,2005-11-01,2005-08-29
74089,N,NA,40,1,M,HGH,PVE,M,300,5907692,1977-12-15,2006-08-14,2015-07-07
74091,N,NA,43,12,*noval*,HGH,STE,M,577,9119231,1996-11-01,1996-02-01,2004-09-20
74095,N,NA,62,12,D,BCR,STE,F,740,2544615,1958-01-01,2001-05-01,2005-06-14
74105,N,NA,46,4,M,HGH,PVE,F,303,8076923,1994-06-11,2004-11-01,2012-11-09
74111,N,NA,51,12,M,SEC,PVE,F,203,1923077,1995-01-01,1995-02-21,2004-09-02
74115,N,NA,32,9,M,PRS,PVE,M,1451,513923,2002-01-01,2011-05-18,2008-05-12
74116,N,NA,32,0,M,HGH,PVE,M,230,7692308,1985-07-03,2014-01-01,2016-09-05
74128,N,NA,38,11,M,BCR,PVE,F,315,1846154,2012-12-12,9999-10-01,2006-01-11
74129,N,NA,41,9,M,HGH,PVE,M,414,7307692,1976-03-22,2008-05-12,2008-05-31
74130,N,NA,58,10,M,HGH,PVE,F,300,1985-04-02,2009-09-01,2007-02-01,307
74131,N,NA,40,0,M,HGH,PVE,M,307,6923077,1978-01-17,2014-11-01,2016-08-22
74135,N,NA,68,12,W,HGH,RET,F,292,8430769,1986-03-03,9999-10-01,2005-07-04
74137,N,NA,51,5,M,HGH,OTH,F,332,6256154,2000-05-17,9999-10-01,2012-04-30
74143,N,NA,49,12,M,HGH,STE,M,460,1649231,2002-04-09,1997-12-03,2005-04-13
74145,N,NA,39,4,M,HGH,PVE,F,288,76923,2009-03-01,2012-08-08,2012-08-07
74151,N,NA,23,2,M,HGH,PVE,F,166,9182308,2014-03-15,2015-04-22,2015-04-29
74154,N,NA,69,10,M,BCR,RET,M,296,1581538,1994-05-01,9999-10-01,2007-02-06
74155,N,NA,25,2,S,HGH,RET,F,197,9632308,2000-07-30,9999-10-01,2014-11-24
74158,N,NA,61,7,M,BCR,RET,M,463,8707692,1956-05-10,9999-10-01,2009-12-07
74162,N,NA,68,10,D,BCR,RET,F,299,8015385,1980-02-20,9999-10-01,2006-08-21
74164,N,NA,35,12,S,HGH,PVE,M,185,76923,2006-06-15,2011-06-23,2005-02-01
74165,N,NA,35,10,M,HGH,STE,M,364,4472308,2007-05-01,2006-05-15,2007-04-27
74167,N,NA,24,4,S,HGH,PVE,F,540,299,1993-08-02,2014-04-19,2012-12-27
74175,N,NA,63,1,M,HGH,RET,M,194,4577692,1954-09-18,9999-10-01,2015-08-10
74176,N,NA,32,0,M,HGH,PVE,F,173,769231,2012-01-01,2015-09-01,2016-08-31
74177,N,NA,41,2,M,HGH,STE,M,204,9076923,1976-01-29,2009-03-18,2015-05-22
74190,N,NA,27,0,M,HGH,PVE,M,197,3153846,1990-09-23,2015-12-01,2016-08-18
74197,N,NA,52,11,M,HGH,STE,M,433,4153846,1998-09-30,1986-08-12,2005-09-20
74207,N,NA,31,5,M,HGH,PVE,F,194,153846,2013-10-01,2011-06-01,2012-03-29
74211,N,NA,67,12,M,BCR,RET,M,305,9782308,1954-05-01,9999-10-01,2005-06-02
74212,N,NA,61,10,M,HGH,STE,M,185,5384615,1956-10-26,1991-01-01,2007-05-17
74219,N,NA,51,0,S,HGH,STE,M,353,8461538,1966-10-22,2005-05-03,2016-08-18
74220,N,NA,67,13,W,BCR,RET,F,260,7923077,2002-06-25,9999-10-01,2004-04-30
74221,N,NA,65,11,M,HGH,RET,M,360,66,2002-08-28,9999-10-01,2005-10-17
74223,N,NA,65,11,M,BCR,STE,M,847,699231,1952-04-13,1981-06-15,2005-10-25
74230,N,NA,68,1,M,HGH,RET,M,240,5781538,1999-01-01,9999-10-01,2015-10-13
74234,N,NA,25,2,S,BCR,PVE,F,230,7692308,2015-04-01,2016-02-01,2015-03-03
74235,N,NA,48,6,M,HGH,STE,F,286,6384615,1996-09-01,2009-11-09,2010-07-23
74236,N,NA,40,0,S,HGH,OTH,M,327,1744615,9999-10-01,9999-10-01,2016-08-25
74237,N,NA,52,11,D,HGH,PVE,M,337,4846154,2013-07-01,2007-01-01,2006-06-23
74238,N,NA,52,14,M,HGH,STE,F,220,2769231,1965-02-06,1994-04-18,2002-11-01
74242,N,NA,54,9,M,BCR,STE,F,441,1640769,1982-07-15,1990-09-19,2007-07-21
74243,N,NA,52,2,M,HGH,PVE,F,182,1160769,2014-05-01,2014-06-01,2014-09-30
74246,N,NA,52,2,M,BCR,STE,M,508,8153846,1993-05-01,2010-09-02,2014-12-19
74248,N,NA,47,11,M,HGH,PVE,M,595,7512308,1992-05-01,1989-12-19,2006-04-13
74249,N,NA,41,1,M,BCR,PVE,M,446,4384615,2015-02-12,2010-06-29,2016-03-22
74250,N,NA,72,0,S,HGH,RET,F,165,1846154,1991-09-01,9999-10-01,2016-08-25
74251,N,NA,41,0,M,HGH,PVE,M,182,8923077,1976-03-17,2016-03-01,2016-09-02
74255,N,NA,27,8,M,HGH,PVE,M,176,9230769,2011-01-01,2015-03-01,2009-03-24
74267,N,NA,62,10,W,HGH,RET,F,162,568462,2006-12-01,9999-10-01,2007-03-07
74275,N,NA,61,0,M,HGH,RET,M,419,9389231,1978-05-01,9999-10-01,2016-08-29
74276,N,NA,30,4,M,HGH,PVE,F,191,6194615,2011-01-01,2015-07-01,2013-02-20
74278,N,NA,44,15,M,HGH,PVE,M,579,4307692,1989-12-01,2014-07-15,2002-02-02
74287,N,NA,55,0,D,BCR,RET,F,168,202308,1962-12-13,9999-10-01,2016-08-30
74294,N,NA,69,10,M,BCR,RET,M,481,8454615,1996-05-15,9999-10-01,2006-12-14
74297,N,NA,47,12,M,BCR,PVE,F,995,9609231,1991-07-01,2004-10-01,2004-10-25
74298,N,NA,49,11,M,BCR,STE,M,423,5615385,1968-06-05,2005-09-06,2005-09-27
74306,N,NA,55,3,M,HGH,RET,M,223,769231,1981-05-01,1999-01-10,2013-10-23
74308,N,NA,34,8,M,HGH,PVE,F,214,8,2013-09-23,2009-02-01,2009-01-29
74311,N,NA,33,8,M,HGH,STE,F,327,401,2004-05-01,2009-09-28,2009-06-10
74315,N,NA,32,0,S,BCR,OTH,M,1290,761538,2015-12-01,9999-10-01,2016-08-24
74322,N,NA,33,2,M,HGH,STE,M,263,7467692,2011-02-24,2015-04-21,2014-08-08
74324,N,NA,40,0,M,HGH,PVE,M,361,5384615,1977-03-06,2015-07-01,2016-08-29
74325,N,NA,48,6,D,HGH,STE,F,215,3846154,1995-06-28,1995-06-28,2011-03-01
74327,N,NA,59,11,W,SEC,RET,F,145,7030769,2004-11-29,9999-10-01,2005-08-16
74329,N,NA,45,0,M,HGH,STE,F,335,2615385,1972-07-18,2000-04-01,2016-09-02
74332,N,NA,48,2,M,HGH,PVE,F,166,8923077,1969-01-23,2016-05-01,2015-06-17
74337,N,NA,43,4,M,HGH,PVE,M,391,9458462,2001-01-01,2013-05-01,2013-06-01
74339,N,NA,64,11,W,BCR,RET,M,275,6624615,1953-07-18,9999-10-01,2005-09-02
74344,N,NA,38,1,S,HGH,PVE,M,474,6076923,2011-01-01,2014-05-01,2015-07-13
74348,N,NA,26,3,S,HGH,PVE,F,240,7,1991-07-22,2013-11-01,2013-10-31
74353,N,NA,55,4,M,HGH,STE,M,805,4986923,1962-11-03,1996-12-30,2012-07-23
74356,N,NA,64,11,W,HGH,RET,F,252,9369231,2012-10-25,9999-10-01,2005-07-25
74362,N,NA,60,0,M,BCR,STE,F,350,7938462,1980-01-01,1999-10-19,2016-08-22
74367,N,NA,34,10,M,HGH,PVE,M,394,5956154,1983-10-21,9999-10-01,2006-10-20
74369,N,NA,52,0,M,HGH,PVE,M,811,9769231,1965-06-14,2011-02-01,2016-08-24
74371,N,NA,46,0,M,BCR,PVE,F,483,1230769,1996-12-31,2008-04-17,2016-08-26
74372,N,NA,25,3,S,BCR,PVE,F,334,1056923,1992-08-25,2016-01-26,2014-01-27
74373,N,NA,65,11,M,HGH,RET,F,235,3196923,1952-12-19,9999-10-01,2006-05-17
74375,N,NA,39,11,M,BCR,PVE,F,710,6984615,2010-04-28,2006-01-23,2006-01-23
74377,N,NA,49,4,M,HGH,PVE,F,169,2076923,1970-01-01,2013-04-01,2012-07-05
74378,N,NA,57,11,M,HGH,STE,F,435,5307692,1994-01-01,1993-03-01,2005-10-11
74380,N,NA,70,11,M,HGH,RET,M,200,9969231,1996-01-01,9999-10-01,2006-03-30
74383,N,NA,53,5,M,HGH,PVE,M,253,153846,1964-05-17,2012-12-01,2011-12-28
74384,N,NA,51,3,M,BCR,PVE,M,176,9230769,1987-01-01,2013-01-19,2013-07-30
74394,N,NA,64,4,M,HGH,RET,M,191,5122308,1970-01-01,9999-10-01,2013-05-20
74402,N,NA,22,0,M,HGH,PVE,F,171,3923077,1995-08-19,2015-06-01,2016-08-15
74403,N,NA,36,4,M,HGH,PVE,F,325,7615385,2000-12-01,2012-03-06,2012-11-07
74407,N,NA,58,11,D,HGH,PVE,M,218,153846,1991-09-01,2003-09-01,2006-06-19
74409,N,NA,59,3,M,HGH,RET,F,246,1538462,1998-05-03,1998-12-13,2013-09-25
74410,N,NA,50,2,M,BCR,STE,F,370,7769231,1985-08-31,9999-10-01,2014-12-04
74414,N,NA,59,0,M,BCR,RET,M,307,6923077,1980-10-10,2001-11-16,2016-08-29
74416,N,NA,31,0,M,BCR,STE,F,279,2769231,2012-01-01,2013-09-09,2016-08-18
74421,N,NA,44,12,M,HGH,PVE,M,779,9307692,1973-03-02,2000-10-10,2004-09-13
74426,N,NA,62,11,D,HGH,RET,F,240,5971538,1982-01-01,9999-10-01,2005-07-14
74427,N,NA,47,12,S,BCR,STE,M,312,4461538,1991-01-01,1994-01-01,2005-02-17
74432,N,NA,46,0,M,HGH,PVE,M,176,5384615,2012-03-08,2011-10-01,2016-08-22
74433,N,NA,51,11,S,PHD,STE,F,387,9846154,1975-06-05,2009-01-01,2006-01-14
74437,N,NA,58,1,M,HGH,RET,M,188,9841538,1959-12-29,2001-03-27,2016-01-08
74439,N,NA,56,14,M,HGH,STE,M,276,7538462,2005-06-24,1988-12-22,2003-05-19
74440,N,NA,56,11,M,PRS,STE,F,206,2384615,1987-07-16,1986-05-27,2005-11-11
74442,N,NA,46,12,M,BCR,PVE,F,201,384615,2005-02-24,2015-04-15,2005-04-11
74444,N,NA,43,12,S,HGH,PVE,F,600,7912308,2002-10-24,2004-10-04,2004-10-20
74446,N,NA,59,10,M,HGH,RET,F,223,7457692,1978-05-01,9999-10-01,2006-09-26
74448,N,NA,59,10,M,HGH,PVE,M,346,5178462,1991-12-07,2007-07-31,2007-02-26
74450,N,NA,69,11,M,HGH,RET,F,180,166923,1962-01-01,2000-01-01,2006-05-26
74451,N,NA,48,13,M,SEC,PVE,M,527,4868462,1974-07-01,2016-07-01,2004-03-04
74453,N,NA,32,4,M,HGH,PVE,F,284,5615385,2014-01-01,2012-06-01,2012-10-02
74458,N,NA,53,11,M,HGH,PVE,M,303,8846154,2007-08-01,2000-02-01,2005-10-07
74460,N,NA,27,0,M,HGH,PVE,M,267,4384615,1990-04-15,2016-01-18,2016-07-08
74461,N,NA,61,2,M,BCR,RET,M,204,456,1970-05-01,9999-10-01,2014-07-04
74463,N,NA,50,1,M,HGH,PVE,M,303,8461538,1967-12-12,2002-11-19,2015-08-11
74465,N,NA,38,4,M,HGH,PVE,F,339,996,2011-01-01,2013-12-05,2013-06-18
74466,N,NA,55,1,M,HGH,STE,M,274,8697692,1980-01-01,1984-12-08,2016-01-22
74472,N,NA,43,1,M,HGH,PVE,F,170,3512308,1995-06-01,2015-05-01,2015-07-17
74483,N,NA,43,1,M,HGH,PVE,F,269,2307692,2010-01-01,2013-01-01,2016-06-06
74488,N,NA,67,14,M,HGH,RET,M,401,4092308,1981-06-05,9999-10-01,2002-10-25
74490,N,NA,73,5,D,MAS,RET,M,346,487,1995-01-01,9999-10-01,2011-07-15
74491,N,NA,56,2,M,PRS,PVE,F,185,5076923,1984-06-06,2014-03-07,2015-03-02
74496,N,NA,36,0,M,HGH,PVE,F,176,4538462,2004-01-01,2015-08-21,2016-08-24
74497,N,NA,70,9,S,HGH,RET,F,269,6593077,2000-05-01,1993-05-11,2008-02-22
74503,N,NA,28,6,S,HGH,PVE,M,192,3076923,2007-12-30,2010-07-05,2010-08-26
74505,N,NA,36,0,M,HGH,STE,F,238,4615385,2000-01-01,2012-01-01,2016-08-17
74506,N,NA,29,9,S,HGH,PVE,M,192,7339231,2010-10-12,2016-08-15,2007-12-22
74510,N,NA,66,0,M,HGH,RET,F,175,6793846,1989-01-14,9999-10-01,2016-08-15
74511,N,NA,40,11,S,HGH,PVE,M,1019,162077,1977-08-31,2015-08-03,2006-05-06
74513,N,NA,38,1,M,HGH,STE,F,194,6307692,2003-10-01,2002-04-29,2015-11-17
74517,N,NA,59,9,M,HGH,PVE,M,187,5303077,1958-06-13,2007-09-01,2007-09-13
74520,N,NA,48,11,M,BCR,PVE,M,302,5288462,2008-04-15,1997-07-29,2005-10-01
74521,N,NA,51,0,M,BCR,STE,F,400,1989-06-01,1999-09-01,2016-09-01,231
74532,N,NA,60,0,M,BCR,PVE,M,215,3846154,2006-07-01,2014-07-01,2016-08-25
74535,N,NA,60,0,S,SEC,RET,F,225,6046923,1957-05-23,9999-10-01,2016-08-25
74536,N,NA,67,11,M,BCR,RET,M,410,2708462,1982-02-01,9999-10-01,2005-09-23
74537,N,NA,47,10,M,BCR,PVE,F,729,8769231,2003-01-01,2014-07-15,2007-02-23
74540,N,NA,63,0,M,BCR,RET,F,292,3076923,1986-08-10,2001-11-06,2016-08-19
74541,N,NA,50,2,M,HGH,PVE,F,305,359231,1997-01-01,2004-10-01,2015-06-29
74545,N,NA,34,10,D,HGH,STE,F,302,6656154,2002-07-21,2009-10-07,2007-04-17
74549,N,NA,69,14,M,HGH,RET,M,218,4718462,1975-01-01,9999-10-01,2003-04-03
74553,N,NA,74,12,W,HGH,RET,M,249,914,2004-09-03,2005-10-01,2004-09-02
74554,N,NA,62,12,M,BCR,STE,F,300,153846,2005-08-04,1993-10-07,2004-07-23
74557,N,NA,39,8,M,HGH,PVE,M,546,3486923,2005-09-01,2008-07-15,2008-07-22
74564,N,NA,47,10,M,BCR,PVE,M,181,4807692,2003-01-01,2011-09-12,2007-01-15
74567,N,NA,45,11,M,HGH,PVE,F,227,6923077,1996-09-15,2003-07-01,2005-09-07
74575,N,NA,63,11,D,BCR,RET,F,391,7692308,2008-08-30,9999-10-01,2006-03-08
74577,N,NA,70,5,M,HGH,RET,M,332,413846,1974-06-01,9999-10-01,2012-01-11
74580,N,NA,44,12,M,PHD,STE,F,750,8153846,2005-12-01,1998-09-30,2005-06-27
74588,N,NA,26,0,M,HGH,PVE,F,281,5384615,1991-11-12,2014-12-01,2016-08-22
74589,N,NA,35,0,M,HGH,PVE,M,461,5384615,1989-01-01,2010-08-01,2016-08-26
74591,N,NA,52,5,M,HGH,STE,F,206,9638462,1985-01-01,1999-01-01,2012-04-24
74595,N,NA,53,11,D,BCR,STE,M,284,1307692,1970-01-01,1994-11-01,2005-11-23
74602,N,NA,27,2,S,HGH,STE,M,327,261538,2013-09-01,2012-08-15,2015-01-22
74603,N,NA,64,0,W,HGH,RET,F,156,5276154,1953-12-05,9999-10-01,2016-08-24
74605,N,NA,51,12,S,BCR,STE,F,362,1295385,2006-01-01,2011-11-14,2005-03-29
74606,N,NA,43,1,M,HGH,PVE,F,171,5384615,1995-01-01,2006-05-01,2015-09-23
74614,N,NA,66,11,W,HGH,RET,F,209,5648462,1975-10-26,9999-10-01,2005-08-04
74616,N,NA,49,12,S,BCR,PVE,F,267,5769231,1999-01-01,1998-05-01,2005-04-14
74626,N,NA,69,8,M,HGH,RET,M,468,739231,2000-01-01,9999-10-01,2009-04-11
74628,N,NA,68,2,M,HGH,RET,F,165,1803077,1975-03-05,9999-10-01,2015-06-08
74633,N,NA,63,3,M,HGH,RET,F,170,4847692,1992-01-01,9999-10-01,2014-01-13
74634,N,NA,29,8,S,HGH,PVE,M,320,3076923,1988-05-10,2015-05-04,2009-02-02
74638,N,NA,56,11,M,HGH,STE,F,360,6346154,2008-05-05,1984-04-09,2005-09-14
74639,N,NA,39,11,M,HGH,PVE,F,232,3823846,2005-01-01,2005-10-03,2005-10-31
74641,N,NA,50,8,M,HGH,PVE,M,192,3076923,2002-10-01,2013-08-01,2009-05-11
74642,N,NA,68,0,W,HGH,RET,M,277,1030769,2013-05-01,9999-10-01,2016-08-30
74645,N,NA,59,11,M,HGH,RET,F,245,5092308,1998-09-23,9999-10-01,2005-07-18
74649,N,NA,23,3,S,HGH,PVE,M,282,3135385,1994-09-24,2015-08-01,2014-07-02
74651,N,NA,33,0,M,HGH,PVE,M,465,8230769,1984-11-11,2015-12-24,2016-08-23
74657,N,NA,22,0,S,HGH,PVE,M,276,9230769,1995-07-15,2015-11-01,2016-08-18
